Symbol,train_rows,val_rows,test_rows,total_rows
nxq,2479,252,450,3181
nxr,2479,252,450,3181
nxst,2472,252,450,3174
nxtd,345,252,450,1047
nxtm,2310,252,450,3012
nycb,2479,252,450,3181
nyh,2421,251,447,3119
nymt,2451,252,450,3153
nymtp,395,252,449,1096
nymx,2477,252,450,3179
nyny,765,252,450,1467
nyt,7175,252,450,7877
nyv,1425,252,431,2108
nzf,2479,252,450,3181
o,2479,252,450,3181
oak,685,252,450,1387
oaks,449,252,450,1151
oas,1144,252,450,1846
obas,2013,139,203,2355
obci,2348,246,427,3021
obe,2466,252,450,3168
oc,2084,252,450,2786
occ,902,236,416,1554
ocfc,2479,252,450,3181
ocip,313,252,448,1013
oclr,2479,252,450,3181
ocn,2479,252,450,3181
ocrx,924,252,450,1626
ocsi,372,252,450,1074
ocsl,1651,252,450,2353
ocsll,436,248,447,1131
odc,2447,252,450,3149
odfl,2480,252,450,3182
odp,6240,252,450,6942
oesx,1771,252,450,2473
ofc,2479,252,450,3181
ofed,466,105,258,829
ofg,2479,252,450,3181
ofg_a,746,227,400,1373
ofg_b,802,229,397,1428
ofg_d,342,211,415,968
ofix,2479,252,450,3181
oflx,2309,251,449,3009
ofs,540,252,450,1242
oge,2479,252,450,3181
ogen,435,252,449,1136
ohai,2479,252,450,3181
ohgi,1115,251,450,1816
ohi,2479,252,450,3181
ohrp,391,252,450,1093
oi,2479,252,450,3181
oia,2479,252,450,3181
oii,2479,252,450,3181
oiim,2479,252,450,3181
ois,2479,252,450,3181
oke,2479,252,450,3181
oksb,2479,252,434,3165
olbk,1898,251,450,2599
oled,2479,252,450,3181
oln,2479,252,450,3181
olp,2479,252,450,3181
omab,2030,252,450,2732
omc,6239,252,450,6941
omcl,2479,252,450,3181
ome,2476,252,450,3178
omed,368,252,450,1070
omer,1317,252,450,2019
omex,2479,252,450,3181
omf,305,252,450,1007
omi,2479,252,450,3181
omn,2479,252,450,3181
on,2479,252,450,3181
onb,2479,252,450,3181
oncs,941,252,450,1643
onp,1608,252,448,2308
ontx,363,252,450,1065
onvi,2255,214,350,2819
onvo,373,252,450,1075
ophc,1617,215,309,2141
opht,320,252,450,1022
opk,2447,252,450,3149
opof,2079,235,424,2738
optt,1937,252,450,2639
opy,2475,252,450,3177
ora,2479,252,450,3181
oran,2479,252,450,3181
orbc,2053,252,450,2755
orbk,2479,252,450,3181
orc,474,252,450,1176
orcl,6764,252,450,7466
orex,1936,252,450,2638
ori,2479,252,450,3181
orig,813,252,450,1515
orit,1999,252,450,2701
orly,2479,252,450,3181
orm,380,252,450,1082
ormp,476,252,450,1178
orn,1769,252,450,2471
orrf,2134,248,449,2831
osbc,2478,252,450,3180
osbcp,967,241,366,1574
osis,2479,252,450,3181
osk,2479,252,450,3181
osle,544,251,439,1234
osn,930,246,432,1608
ostk,2479,252,450,3181
osur,2478,252,450,3180
otel,394,243,423,1060
otex,2479,252,450,3181
otiv,2478,252,450,3180
ottr,2479,252,450,3181
ovas,422,252,450,1124
ovbc,1756,205,417,2378
ovly,1727,218,365,2310
oxfd,278,252,450,980
oxlc,975,252,450,1677
oxlco,372,249,421,1042
oxm,2479,252,450,3181
oxy,8323,252,450,9025
ozm,1795,252,450,2497
ozrk,2479,252,450,3181
p,891,252,450,1593
paa,2479,252,450,3181
paas,2479,252,450,3181
pac,2221,252,450,2923
pacb,1049,252,450,1751
pacw,2479,252,450,3181
pag,2479,252,450,3181
pagp,305,252,450,1007
pai,2479,252,450,3181
pam,1315,252,450,2017
panw,616,252,450,1318
par,2475,252,450,3177
patk,2319,252,450,3021
pay,2436,252,450,3138
payx,6240,252,450,6942
pb,756,252,450,1458
pba,692,252,450,1394
pbct,2479,252,450,3181
pbf,516,252,450,1218
pbh,2479,252,450,3181
pbhc,945,232,383,1560
pbi,8322,252,450,9024
pbi_b,454,252,450,1156
pbib,1931,247,407,2585
pbip,1949,244,447,2640
pbmd,592,249,450,1291
pbpb,313,252,450,1015
pbr,2479,252,450,3181
pbr-a,1097,252,450,1799
pbsk,640,178,307,1125
pbt,2479,252,450,3181
pbyi,552,252,450,1254
pcar,7179,252,450,7881
pcbk,2426,252,442,3120
pcf,2479,252,450,3181
pcg,8822,252,450,9524
pcg_a,1056,241,432,1729
pcg_b,786,198,314,1298
pcg_c,595,115,216,926
pcg_d,917,222,363,1502
pcg_e,647,148,266,1061
pcg_g,589,156,228,973
pcg_h,668,153,273,1094
pcg_i,467,98,174,739
pch,2479,252,450,3181
pci,486,252,450,1188
pck,2479,252,450,3181
pcln,2479,252,450,3181
pcm,2478,252,450,3180
pcmi,2478,252,450,3180
pcn,2479,252,450,3181
pco,866,252,450,1568
pcom,2434,252,449,3135
pcq,2479,252,450,3181
pcrx,981,252,450,1683
pcti,2479,252,450,3181
pcyg,2413,252,450,3115
pcyo,2439,252,449,3140
pdce,634,252,450,1336
pdco,5585,252,450,6287
pdex,2355,247,447,3049
pdfs,2479,252,450,3181
pdi,654,252,450,1356
pdli,2479,252,450,3181
pdm,1232,252,450,1934
pdp,1974,252,450,2676
pds,2479,252,450,3181
pdt,2479,252,450,3181
peb,1274,252,450,1976
peb_c,446,244,413,1103
pebk,2158,216,408,2782
pebo,2479,252,450,3181
ped,330,252,450,1032
peg,8828,252,450,9530
pega,2479,252,450,3181
pegi,318,252,450,1020
pei,2479,252,450,3181
pei_b,537,224,412,1173
peix,877,252,450,1579
penn,2479,252,450,3181
peo,2479,252,450,3181
pep,9585,252,450,10287
per,851,252,450,1553
peri,788,252,450,1490
pery,2479,252,450,3181
pes,2479,252,450,3181
pesi,2475,251,448,3174
pets,2479,252,450,3181
petx,382,252,450,1084
pf,445,252,450,1147
pfbc,864,252,450,1566
pfbi,2305,252,450,3007
pfbx,1983,207,344,2534
pfd,2479,252,450,3181
pfe,8320,252,450,9022
pfg,3321,252,450,4023
pfh,1079,249,444,1772
pfi,2053,251,446,2750
pfin,2189,244,421,2854
pfk,1071,247,435,1753
pfl,2479,252,450,3181
pflt,935,252,450,1637
pfmt,601,252,450,1303
pfn,2479,252,450,3181
pfo,2479,252,450,3181
pfpt,679,252,450,1381
pfs,2479,252,450,3181
pfsi,416,252,450,1118
pfsw,2477,252,450,3179
pg,11353,252,450,12055
pgc,2457,252,450,3159
pgem,406,252,450,1108
pgh,2121,252,450,2823
pglc,1010,252,450,1712
pgnx,2478,252,450,3180
pgp,2417,252,450,3119
pgr,7179,252,450,7881
pgti,2141,252,450,2843
pgz,383,252,450,1085
ph,7438,252,450,8140
phd,2479,252,450,3181
phg,2479,252,450,3181
phh,2479,252,450,3181
phi,2479,252,450,3181
phii,1889,185,368,2442
phiik,2451,252,450,3153
phk,2479,252,450,3181
phm,7438,252,450,8140
pho,2282,252,450,2984
pht,2479,252,450,3181
phx,2478,252,450,3180
phys,1221,252,450,1923
pico,2479,252,450,3181
pid,2339,252,450,3041
pii,2479,252,450,3181
pim,2479,252,450,3181
pinc,319,252,450,1021
pir,2479,252,450,3181
piy,920,194,414,1528
piz,1761,252,450,2463
pjc,2479,252,450,3181
pjh,517,252,450,1219
pkbk,2217,241,446,2904
pkd,2479,252,450,3181
pke,2479,252,450,3181
pkg,2479,252,450,3181
pki,8004,252,450,8706
pko,1786,252,450,2488
pkoh,2479,252,450,3181
pkw,2017,252,450,2719
pkx,2479,252,450,3181
pky,2479,252,427,3158
plab,2479,252,450,3181
plbc,1967,218,415,2600
plce,2479,252,450,3181
pld,4869,252,450,5571
plg,2416,252,450,3118
plm,2478,252,450,3180
plow,1174,252,450,1876
plpc,2427,252,446,3125
plpm,513,252,450,1215
plt,2479,252,450,3181
plug,889,252,450,1591
plus,2472,252,450,3174
plw,1818,252,450,2520
plx,2227,252,450,2929
plxs,2479,252,450,3181
pm,1711,252,450,2413
pmbc,2461,249,450,3160
pmc,1878,252,450,2580
pmd,2471,252,450,3173
pme,501,242,434,1177
pmf,2479,252,450,3181
pml,2479,252,450,3181
pmm,2479,252,450,3181
pmo,2479,252,450,3181
pmt,1366,252,450,2068
pmx,2479,252,450,3181
pnbk,2109,166,210,2485
pnc,6631,252,450,7333
pnc-ws,1097,252,449,1798
pnc_p,672,252,450,1374
pnc_q,569,252,450,1271
pnf,2477,252,450,3179
pnfp,2479,252,450,3181
pni,2479,252,450,3181
pnk,2479,252,450,3181
pnm,2479,252,450,3181
pnnt,1941,252,450,2643
pnr,2479,252,450,3181
pnrg,2026,128,175,2329
pntr,2008,251,444,2703
pnw,7678,252,450,8380
podd,1923,252,450,2625
pol,2479,252,450,3181
pool,2479,252,450,3181
pope,2371,217,395,2983
por,2203,252,450,2905
post,729,252,450,1431
pot,2479,252,450,3181
powi,2479,252,450,3181
powl,2479,252,450,3181
ppbi,2367,252,450,3069
ppc,2479,252,450,3181
ppg,8004,252,450,8706
pphm,2479,252,450,3181
ppih,2458,252,442,3152
ppl,7495,252,450,8197
ppr,2479,252,450,3181
ppsi,266,172,380,818
ppt,2479,252,450,3181
ppx,453,252,450,1155
pq,2479,252,450,3181
pra,2479,252,450,3181
praa,2479,252,450,3181
pran,2450,252,450,3152
prcp,2463,252,450,3165
pre_f,472,252,445,1169
prft,2479,252,450,3181
prgo,2479,252,450,3181
prgs,2479,252,450,3181
prgx,2479,252,450,3181
prh,450,252,450,1152
pri,1197,252,450,1899
prim,1868,252,450,2570
prk,2479,252,450,3181
prkr,2479,252,450,3181
prlb,718,252,450,1420
prmw,1041,252,450,1743
pro,1892,252,450,2594
prov,2452,252,450,3154
prph,2404,250,439,3093
prsc,2479,252,450,3181
prss,694,251,450,1395
prta,508,252,450,1210
prtk,2172,252,449,2873
prts,1986,252,450,2688
pru,3283,252,450,3985
psa,2479,252,450,3181
psa_u,637,252,450,1339
psa_v,572,252,450,1274
psa_w,493,252,450,1195
psa_x,455,252,450,1157
psb,2479,252,450,3181
psb_t,663,252,450,1365
psb_u,576,252,450,1278
psb_v,454,251,450,1155
psdv,2440,252,450,3142
psec,2476,252,450,3178
psf,1029,252,450,1731
psl,2039,252,449,2740
pslv,1046,252,450,1748
psmt,2479,252,450,3181
pso,2479,252,450,3181
pstb,1406,252,450,2108
psti,2459,252,450,3161
psx,670,252,450,1372
psxp,365,252,450,1067
ptc,269,252,450,971
ptct,387,252,449,1088
pten,5271,252,450,5973
ptf,2053,252,450,2755
pth,2064,252,450,2766
ptie,2478,252,450,3180
ptla,407,252,450,1109
ptn,2478,252,450,3180
ptnr,2479,252,441,3172
ptr,2477,252,450,3179
ptsi,2433,252,450,3135
ptx,2267,252,450,2969
pty,2479,252,450,3181
pui,2305,250,450,3005
puk,2479,252,450,3181
puk_,2479,252,450,3181
puk_a,1097,252,450,1799
pvg,746,252,450,1448
pvh,2479,252,450,3181
pw,2277,246,396,2919
pwod,2248,252,448,2948
pwr,2479,252,450,3181
px,5677,252,450,6379
pxd,2473,252,450,3175
pxi,2066,252,450,2768
pxlw,2479,252,450,3181
pyn,2477,252,450,3179
pys,1088,247,430,1765
pyt,944,172,322,1438
pyz,2058,252,450,2760
pzc,2479,252,450,3181
pze,1322,252,450,2024
pzg,2324,252,450,3026
pzn,1809,252,450,2511
pzza,2479,252,450,3181
q,416,252,450,1118
qada,1014,252,450,1716
qadb,2393,197,308,2898
qbak,2232,220,424,2876
qcom,5805,252,450,6507
qcrh,2197,252,450,2899
qdel,2479,252,450,3181
qep,1144,252,450,1846
qgen,2479,252,450,3181
qiwi,420,252,450,1122
qlys,567,252,450,1269
qnst,1231,252,450,1933
qqqx,1998,252,450,2700
qrhc,1121,252,449,1822
qsii,2479,252,450,3181
qtm,2479,252,450,3181
qtrh,902,252,450,1604
qts,310,252,450,1012
quad,1131,252,450,1833
quik,2479,252,450,3181
qumu,2479,249,450,3178
qvca,2180,252,450,2882
qvcb,1256,103,190,1549
r,8828,252,450,9530
rad,2479,252,450,3181
rada,2178,252,450,2880
rail,2453,252,450,3155
rand,1835,200,371,2406
ras,2479,252,450,3181
ras_a,1095,252,450,1797
ras_b,1083,249,444,1776
ras_c,1074,247,431,1752
rate,889,252,448,1589
rave,5148,252,450,5850
ravn,2479,252,450,3181
rba,2479,252,450,3181
rbc,2479,252,450,3181
rbcaa,2479,252,450,3181
rbcn,1793,252,450,2495
rbpaa,2394,251,450,3095
rbs,1818,252,450,2520
rbs_s,1097,252,450,1799
rcg,2324,219,396,2939
rci,2479,252,450,3181
rcii,2479,252,450,3181
rcky,2476,252,450,3178
rcl,2479,252,450,3181
rcmt,2469,252,447,3168
rcon,1357,252,450,2059
rcs,2479,252,450,3181
rdc,8002,252,450,8704
rdcm,2399,252,450,3101
rdhl,414,252,450,1116
rdi,2379,252,450,3081
rdn,2479,252,450,3181
rdnt,2450,252,450,3152
rds-a,1097,252,450,1799
rds-b,1097,252,450,1799
rdwr,2479,252,450,3181
rdy,2479,252,450,3181
re,2479,252,450,3181
recn,2479,252,450,3181
reed,2007,252,450,2709
refr,2479,252,449,3180
reg,2479,252,450,3181
regi,740,252,450,1442
regn,2479,251,450,3180
rei,336,252,450,1038
reis,2319,252,450,3021
rell,2479,252,450,3181
relv,2459,244,443,3146
relx,2479,252,450,3181
ren,1807,252,450,2509
renn,920,252,450,1622
renx,2479,252,450,3181
res,2479,252,450,3181
resi,507,252,450,1209
rev,2479,252,450,3181
rex,2479,252,450,3181
rexr,367,252,450,1069
rexx,1874,252,450,2576
rf,3425,252,450,4127
rf_a,542,252,450,1244
rfi,2479,252,450,3181
rfil,2417,252,450,3119
rfp,1012,252,450,1714
rga,2479,252,450,3181
rgc,2479,252,450,3181
rgco,2088,221,434,2743
rgen,2479,252,450,3181
rgld,2479,252,450,3181
rgls,563,252,450,1265
rgr,2479,252,450,3181
rgs,2479,252,450,3181
rgse,1674,252,450,2376
rgt,301,252,450,1003
rh,544,252,450,1246
rhi,5720,252,450,6422
rhp,2479,252,450,3181
rht,2479,252,450,3181
ribt,263,251,447,961
ric,2479,252,450,3181
rick,2479,252,450,3181
rif,2164,252,450,2866
rig,5437,252,450,6139
rigl,2479,252,450,3181
rio,2480,252,450,3182
riot,841,252,450,1543
rjf,2479,252,450,3181
rl,2479,252,450,3181
rlgt,739,252,450,1441
rlgy,558,252,450,1260
rlh,2479,252,450,3181
rli,2479,252,450,3181
rlj,915,252,450,1617
rlje,511,249,444,1204
rlog,2169,252,450,2871
rm,695,252,450,1397
rmax,315,252,450,1017
rmbs,2479,252,450,3181
rmcf,2477,251,450,3178
rmd,2479,252,450,3181
rmgn,501,250,450,1201
rmt,2479,252,450,3181
rmti,2478,252,450,3180
rnet,1015,252,450,1717
rng,318,252,450,1020
rnn,2000,252,450,2702
rnp,2479,252,450,3181
rnr,2479,252,450,3181
rnr_c,1096,250,446,1792
rnr_e,401,252,450,1103
rnst,2479,252,450,3181
rnva,819,252,437,1508
rnwk,818,252,450,1520
rock,2479,252,450,3181
rog,2479,252,450,3181
roic,1773,252,450,2475
rok,8320,252,450,9022
rol,2479,252,450,3181
roll,2365,252,450,3067
rop,2479,252,450,3181
rosg,857,252,450,1559
rost,7179,252,450,7881
rox,2181,252,450,2883
royt,670,252,450,1372
rp,1105,252,450,1807
rpai,689,252,450,1391
rpm,2479,252,450,3181
rprx,2480,252,450,3182
rpt,2479,252,450,3181
rpt_d,785,175,348,1308
rpxc,920,252,450,1622
rqi,2479,252,450,3181
rrc,2479,252,450,3181
rrd,7431,252,450,8133
rrgb,2479,252,450,3181
rrts,1168,252,450,1870
rs,2479,252,450,3181
rsg,2479,252,450,3181
rsls,1783,252,450,2485
rso,2241,252,450,2943
rso_a,599,247,426,1272
rso_b,564,252,450,1266
rst,1439,252,450,2141
rsys,2479,252,450,3181
rt,2479,252,450,3181
rtec,2479,252,450,3181
rtix,2479,252,450,3181
rtk,2479,252,430,3161
rtn,8321,252,450,9023
rtrx,582,252,450,1284
rusha,2479,252,450,3181
rushb,2461,250,450,3161
ruth,2366,252,450,3068
rvlt,2306,252,450,3008
rvp,2353,252,445,3050
rvsb,2448,252,448,3148
rvt,2479,252,450,3181
rwc,2470,251,447,3168
rwt,2479,252,450,3181
rxii,665,252,450,1367
rxn,694,252,450,1396
ry,2479,252,450,3181
ryaay,4421,252,450,5123
ryn,2479,252,450,3181
rza,591,252,450,1293
s,2478,252,450,3180
sa,2479,252,450,3181
saex,486,236,441,1163
safm,2479,252,450,3181
saft,2479,252,450,3181
sah,2479,252,450,3181
saia,2479,252,450,3181
saic,315,252,450,1017
sal,2007,218,393,2618
salm,2453,252,450,3155
salt,265,252,450,967
sam,2479,252,450,3181
samg,382,252,450,1084
san,2479,252,450,3181
san_a,1096,251,444,1791
san_b,1097,252,450,1799
san_c,1093,242,435,1770
san_i,1092,235,406,1733
sand,595,252,450,1297
sanm,5399,252,450,6101
sanw,1140,252,450,1842
sap,2479,252,450,3181
sar,1931,252,450,2633
sasr,2479,252,450,3181
sats,1763,252,450,2465
sauc,430,252,449,1131
save,904,252,450,1606
sb,1661,252,450,2363
sb_b,297,177,207,681
sbac,2479,252,450,3181
sbbx,1863,227,435,2525
sbcf,2479,252,450,3181
sbfg,2199,238,421,2858
sbgi,2479,252,450,3181
sbgl,468,252,450,1170
sbh,2046,252,450,2748
sbi,2478,252,450,3180
sblk,2227,252,450,2929
sbny,2479,252,450,3181
sbr,2479,252,450,3181
sbra,2480,252,450,3182
sbrap,435,246,425,1106
sbs,2479,252,450,3181
sbsi,2479,252,450,3181
sbux,5671,252,450,6373
scco,2479,252,450,3181
scd,2479,252,450,3181
sce_b,694,215,298,1207
sce_c,836,190,360,1386
sce_d,867,203,367,1437
sce_e,835,205,391,1431
sce_g,482,252,450,1184
scg,2479,252,450,3181
schl,2479,252,450,3181
schn,2479,252,450,3181
schw,6426,252,450,7128
sci,2479,252,450,3181
scl,2479,252,450,3181
scln,2479,252,430,3161
scm,540,252,450,1242
scmp,1868,252,450,2570
scon,2479,252,450,3181
scs,2479,252,450,3181
scsc,2479,252,450,3181
scvl,2479,252,450,3181
scx,2472,252,450,3174
sdlp,552,252,450,1254
sdr,681,252,450,1383
sdrl,2299,252,450,3001
sdt,935,252,450,1637
seac,2479,252,450,3181
seas,430,252,450,1132
seb,4882,252,450,5584
see,6800,252,450,7502
seed,2477,252,450,3179
seic,2479,252,450,3181
sem,1326,252,450,2028
semg,1168,252,450,1870
senea,2157,252,450,2859
seneb,1266,100,121,1487
sep,1893,252,450,2595
sf,2479,252,450,3181
sfbc,460,181,340,981
sfe,2479,252,450,3181
sfl,2479,252,450,3181
sfly,2078,252,450,2780
sfm,358,252,450,1060
sfnc,2479,252,450,3181
sfst,2019,236,450,2705
sfun,1077,252,450,1779
sga,2447,252,450,3149
sgb,1699,223,370,2292
sgc,2354,252,450,3056
sgen,2478,252,450,3180
sgf,2479,252,450,3181
sgma,2403,251,450,3104
sgmo,2479,252,450,3181
sgms,2479,252,450,3181
sgoc,571,251,432,1254
sgrp,2032,219,413,2664
sgu,2479,252,450,3181
sgy,2479,252,450,3181
sgyp,752,252,450,1454
sgza,469,252,450,1171
shbi,2417,243,450,3110
shen,2479,252,450,3181
shg,2479,252,450,3181
shi,2478,252,450,3180
ship,838,247,429,1514
shld,2479,252,450,3181
shlm,2479,252,450,3181
shlo,2429,252,450,3131
sho,2479,252,450,3181
shoo,2479,252,450,3181
shos,554,252,450,1256
shpg,2479,252,450,3181
shsp,667,249,445,1361
shw,7437,252,450,8139
sid,2479,252,450,3181
sieb,1860,229,338,2427
sif,2376,252,403,3031
sifi,2263,250,450,2963
sify,2479,252,450,3181
sig,2479,252,450,3181
sigi,2479,252,450,3181
sigm,2479,252,450,3181
silc,2471,252,450,3173
sim,2479,252,442,3173
simo,2393,252,450,3095
sina,2479,252,450,3181
sino,1597,249,439,2285
sir,710,252,450,1412
siri,2479,252,450,3181
sivb,2479,252,450,3181
sivbo,869,204,365,1438
six,1169,252,450,1871
sji,2479,252,450,3181
sjm,2479,252,450,3181
sjr,2479,252,450,3181
sjt,2479,252,450,3181
sjw,2479,252,450,3181
skln,904,243,449,1596
skm,2479,252,450,3181
skt,2479,252,450,3181
skx,2479,252,450,3181
sky,2479,252,450,3181
skyw,2479,252,450,3181
slab,2479,252,450,3181
slb,8323,252,450,9025
slca,732,252,450,1434
slct,1831,238,423,2492
sld,478,252,450,1180
slf,2479,252,450,3181
slg,2478,252,450,3180
slg_i,599,251,445,1295
slgn,2479,252,450,3181
slm,6802,252,450,7504
slmbp,622,198,405,1225
slp,2444,252,450,3146
slra,516,252,447,1215
slrc,1233,252,450,1935
sm,2479,252,450,3181
smbc,1734,220,450,2404
smci,1955,252,450,2657
smed,2168,252,447,2867
smfg,2480,252,450,3182
smg,2479,252,450,3181
smi,2459,252,450,3161
smin,554,252,450,1256
smit,2028,157,376,2561
smlp,567,252,450,1269
smm,654,252,450,1356
smmf,2167,246,449,2862
smp,2479,252,450,3181
smrt,2479,252,450,3181
smsi,2479,252,450,3181
smtc,2479,252,450,3181
smtx,2468,248,447,3163
sn,764,252,450,1466
sna,7436,252,450,8138
snak,2479,252,450,3181
snbc,2479,252,450,3181
snbr,2479,252,450,3181
sncr,2152,252,450,2854
sne,2479,252,450,3181
snfca,2228,252,449,2929
snh,2479,252,450,3181
snhy,2479,252,450,3181
sni,1650,252,450,2352
snmp,2045,252,448,2745
snmx,2479,252,450,3181
snn,2479,252,450,3181
snoa,1999,252,450,2701
snp,2479,252,450,3181
snps,5754,252,450,6456
snss,955,252,450,1657
snv,6290,252,450,6992
snv_c,355,249,449,1053
snx,2479,252,450,3181
sny,2479,252,450,3181
so,8321,252,450,9023
soda,1044,252,450,1746
sofo,2451,246,400,3097
soho,2474,252,450,3176
sohu,2479,252,450,3181
sol,1744,252,450,2446
son,2479,252,450,3181
sona,1818,249,450,2517
sonc,2479,252,450,3181
sons,2479,252,450,3181
sor,2479,252,450,3181
sorl,2296,250,450,2996
sov_c,737,184,303,1224
sp,2474,252,450,3176
spa,2423,252,450,3125
spab,1894,252,450,2596
spar,2478,252,450,3180
spb,1341,252,450,2043
spcb,324,252,450,1026
spdw,1920,252,450,2622
spe,2469,252,449,3170
spem,1958,252,450,2660
spex,867,252,450,1569
spg,5297,252,450,5999
spg_j,877,196,390,1463
spgi,7438,252,450,8140
sph,2479,252,450,3181
sphs,774,252,450,1476
spib,1482,252,450,2184
spil,2479,252,449,3180
splb,1454,252,450,2156
splg,1981,249,450,2680
splk,680,252,450,1382
splp,642,249,429,1320
spmd,2234,252,441,2927
spn,2479,252,450,3181
spns,2231,252,450,2933
spok,2479,252,450,3181
sppi,2479,252,450,3181
sppp,512,252,450,1214
spr,2041,252,450,2743
sprt,2479,252,450,3181
spsb,1267,252,450,1969
spsc,1183,252,450,1885
spsm,353,252,450,1055
sptl,1866,252,450,2568
sptm,2455,252,449,3156
sptn,2479,252,450,3181
spts,570,252,450,1272
spwr,783,252,450,1485
spxc,2479,252,450,3181
spxx,2291,252,450,2993
sqbg,313,252,450,1015
sqm,2479,252,450,3181
sqns,932,252,450,1634
sr,2479,252,450,3181
src,572,252,450,1274
srce,2479,252,450,3181
srci,862,252,450,1564
srcl,2479,252,450,3181
srdx,2479,252,450,3181
sre,4152,252,450,4854
srev,946,252,450,1648
srf,718,252,450,1420
sri,2479,252,450,3181
srlp,298,252,450,1000
srne,297,252,450,999
srpt,2479,252,449,3180
srt,2478,250,447,3175
srv,1851,252,450,2553
ssb,2479,252,450,3181
ssbi,1853,228,419,2500
ssc,645,252,450,1347
ssd,2479,252,450,3181
ssfn,1718,206,399,2323
ssi,2479,252,450,3181
sskn,2295,252,450,2997
ssl,2479,252,450,3181
ssn,1738,252,450,2440
ssnc,1198,252,450,1900
ssni,456,252,450,1158
ssp,2479,252,450,3181
ssrm,2479,252,450,3181
sstk,558,252,450,1260
ssw,2366,252,450,3068
ssw_d,510,252,450,1212
ssy,2234,248,440,2922
ssys,2479,252,450,3181
st,1212,252,450,1914
staa,2479,252,450,3181
stag,893,252,450,1595
star,2479,252,450,3181
stay,285,252,450,987
stb,835,252,450,1537
stba,2479,252,450,3181
stbz,934,252,450,1636
stc,2479,252,450,3181
ste,2479,252,450,3181
stfc,2479,252,450,3181
sti,6807,252,450,7509
sti_e,506,252,450,1208
stk,1283,252,450,1985
stkl,2479,252,450,3181
stl,2479,252,450,3181
stld,2479,252,450,3181
stly,2477,252,450,3179
stm,2479,252,450,3181
stml,485,252,450,1187
stmp,2479,252,450,3181
stn,2390,252,450,3092
stng,1198,252,450,1900
sto,2479,252,450,3181
ston,2479,252,450,3181
stpp,920,116,288,1324
stra,2479,252,450,3181
strl,2479,252,450,3181
strm,2467,252,449,3168
strp,355,252,450,1057
strs,2151,198,450,2799
strt,2374,252,450,3076
stt,7180,252,450,7882
stt_c,588,252,450,1290
stwd,1357,252,450,2059
stx,2479,252,450,3181
stz,2479,252,450,3181
stz-b,776,130,200,1106
su,2479,252,450,3181
sui,2478,252,450,3180
sui_a,510,217,354,1081
sumr,2224,252,450,2926
sun,573,252,450,1275
suns,963,252,450,1665
sunw,1089,252,450,1791
sup,2479,252,450,3181
supn,672,252,450,1374
susa,2475,252,450,3177
sva,2479,252,450,3181
svbi,2246,229,411,2886
svra,2479,252,450,3181
svt,1934,214,405,2553
svu,7438,252,450,8140
svvc,924,252,450,1626
swir,2479,252,450,3181
swj,612,252,450,1314
swk,7438,252,450,8140
swks,2479,252,450,3181
swm,2479,252,450,3181
swn,2479,252,450,3181
swx,2479,252,450,3181
swz,2479,252,450,3181
sxc,866,252,450,1568
sxcp,492,252,450,1194
sxe,544,252,450,1246
sxi,2479,252,450,3181
sxt,2479,252,450,3181
sybt,2479,252,450,3181
syk,6782,252,450,7484
syke,2479,252,450,3181
symc,6242,252,450,6944
symx,2139,252,450,2841
syn,2275,252,450,2977
syna,2479,252,450,3181
sync,727,252,450,1429
synl,2419,252,450,3121
synt,2479,252,450,3181
sypr,2474,252,449,3175
syt,2479,252,448,3179
syx,2479,252,450,3181
syy,6916,252,450,7618
szc,569,252,450,1271
t,7679,252,450,8381
ta,1996,252,450,2698
tac,2479,252,450,3181
tact,2472,252,450,3174
taho,667,252,450,1369
tait,1640,190,405,2235
tal,1053,252,450,1755
tap,2479,252,450,3181
taro,699,252,450,1401
tast,2024,252,450,2726
tat,2299,252,450,3001
tatt,2311,204,395,2910
tax,625,252,450,1327
tayd,2395,232,436,3063
tbbk,2479,252,450,3181
tbi,2479,252,450,3181
tbnk,1379,252,450,2081
tcap,1983,252,450,2685
tcbi,2479,252,450,3181
tcbil,551,248,429,1228
tcbip,436,252,450,1138
tcbk,2479,252,450,3181
tcca,544,250,434,1228
tcco,1994,217,406,2617
tcf,2479,252,450,3181
tcf_c,510,251,439,1200
tci,2102,225,350,2677
tco,2479,252,450,3181
tco_j,597,251,445,1293
tco_k,449,247,433,1129
tcp,767,252,450,1469
tcpc,690,252,450,1392
tcrd,1183,252,450,1885
tcs,293,252,450,995
tcx,2476,252,450,3178
td,2479,252,450,3181
tda,523,252,450,1225
tdc,1839,252,450,2541
tde,1029,252,450,1731
tdf,2479,252,450,3181
tdg,2216,252,450,2918
tdi,1094,252,446,1792
tdj,946,252,450,1648
tds,2479,252,450,3181
tdw,2479,252,450,3181
tdy,2479,252,450,3181
tear,2438,252,448,3138
tecd,2479,252,450,3181
tech,2479,252,450,3181
teck,2469,252,450,3171
tef,2479,252,450,3181
tei,2479,252,450,3181
tel,1901,252,450,2603
tell,2479,252,450,3181
ten,2479,252,450,3181
tenx,2479,252,450,3181
teo,2479,252,450,3181
tep,413,252,450,1115
ter,7009,252,450,7711
teso,2479,252,450,3181
tess,2474,252,450,3176
teum,772,252,450,1474
teva,6215,252,450,6917
tex,2479,252,450,3181
tfsl,1938,252,450,2640
tfx,2479,252,450,3181
tg,2479,252,450,3181
tga,2479,252,450,3181
