Symbol,train_rows,val_rows,test_rows,total_rows
crtn,2318,237,435,2990
crto,295,252,450,997
crus,2479,252,450,3181
crvl,2479,252,450,3181
crvp,2392,248,428,3068
crws,2169,252,449,2870
cry,2479,252,450,3181
crzo,2479,252,450,3181
cs,2479,252,450,3181
csbk,2479,252,450,3181
csco,6242,252,450,6944
csfl,2454,252,450,3156
csgp,2479,252,450,3181
csgs,2479,252,450,3181
csii,2143,252,449,2844
csiq,2049,252,450,2751
csl,2479,252,450,3181
csod,949,252,450,1651
cspi,2338,248,449,3035
csq,2479,252,450,3181
css,2479,252,450,3181
cste,699,252,450,1401
cstm,406,252,450,1108
csu,2479,252,450,3181
csv,2478,252,450,3180
cswc,2476,252,450,3178
csx,8613,252,450,9315
ctas,6240,252,450,6942
ctb,6843,252,450,7545
ctbi,2479,252,450,3181
ctg,2478,252,450,3180
cthr,2477,252,450,3179
ctib,2240,216,313,2769
ctic,893,252,450,1595
ctl,6843,252,450,7545
cto,2479,252,450,3181
ctr,632,252,450,1334
ctrl,357,252,450,1059
ctrn,2423,252,450,3125
ctrp,2479,252,450,3181
cts,2479,252,450,3181
ctsh,2479,252,450,3181
ctso,1495,252,450,2197
ctt,265,252,450,967
ctu,633,252,450,1335
ctw,823,252,450,1525
ctws,2479,252,450,3181
ctx,691,252,450,1393
ctxs,4794,252,450,5496
cty,405,252,450,1107
cub,2479,252,450,3181
cuba,2431,252,450,3133
cube,826,252,450,1528
cubi,410,252,450,1112
cubs,305,232,410,947
cuda,290,252,450,992
cui,2188,252,450,2890
cuk,2479,252,450,3181
culp,2462,252,450,3164
cunb,543,252,435,1230
cuo,1169,217,373,1759
cur,2020,252,450,2722
cutr,2479,252,450,3181
cuz,2479,252,450,3181
cva,2479,252,450,3181
cvbf,2479,252,450,3181
cvco,2479,252,450,3181
cvcy,1999,242,449,2690
cve,1282,252,450,1984
cvg,4118,252,450,4820
cvgi,2479,252,450,3181
cvgw,2475,252,450,3177
cvi,1811,252,450,2513
cvlt,2083,252,450,2785
cvly,2029,221,450,2700
cvm,2479,252,450,3181
cvo,2479,252,450,3181
cvr,1923,245,357,2525
cvrr,493,252,450,1195
cvs,7570,252,450,8272
cvti,2476,252,450,3178
cvu,2459,251,448,3158
cvv,2372,252,450,3074
cvx,11351,252,450,12053
cw,2479,252,450,3181
cwbc,1859,205,408,2472
cwco,2479,252,450,3181
cwst,2479,252,450,3181
cwt,2479,252,450,3181
cx,378,252,450,1080
cxdc,1482,252,449,2183
cxe,2479,252,450,3181
cxh,2478,252,450,3180
cxo,1867,252,450,2569
cxp,309,252,450,1011
cxse,539,204,318,1061
cxw,2479,252,450,3181
cy,2479,252,450,3181
cyan,2457,245,417,3119
cybe,2465,251,450,3166
cycc,2463,252,450,3165
cyd,2479,252,450,3181
cyh,2479,252,450,3181
cyou,1448,252,450,2150
cyrn,2475,252,449,3176
cyrx,1928,241,450,2619
cys,1399,252,450,2101
cys_a,602,249,445,1296
cys_b,421,252,450,1123
cytk,2479,252,450,3181
cytr,2479,252,450,3181
cytx,2430,252,450,3132
czfc,1340,171,322,1833
cznc,2451,252,449,3152
czr,727,252,450,1429
czwi,1881,210,423,2514
czz,1858,252,450,2560
d,7625,252,450,8327
dac,2073,252,450,2775
daio,2407,242,439,3088
dakt,2479,252,450,3181
dal,8826,252,450,9528
dan,1742,252,450,2444
dar,2479,252,450,3181
data,378,252,450,1080
dave,2479,252,450,3181
db,2479,252,450,3181
dbd,2479,252,450,3181
dbl,735,252,450,1437
dci,2479,252,450,3181
dcix,992,252,450,1694
dcm,2479,252,450,3181
dco,2479,252,450,3181
dcom,2479,252,450,3181
dcp,2285,252,450,2987
dct,2026,252,450,2728
dd_a,910,192,315,1417
dd_b,1024,226,374,1624
ddc,2479,252,443,3174
ddd,905,252,450,1607
dde,2479,252,449,3180
ddf,2479,252,450,3181
ddr,2479,252,450,3181
ddr_j,605,251,438,1294
ddr_k,436,251,437,1124
dds,6425,252,450,7127
ddt,1096,252,450,1798
de,8316,252,450,9018
deck,2479,252,450,3181
dei,2061,252,450,2763
del,2479,252,450,3181
denn,2479,252,450,3181
deo,2479,252,450,3181
depo,2479,252,450,3181
dest,2476,252,450,3178
dex,1893,252,450,2595
df,2479,252,450,3181
dfbg,2479,252,446,3177
dfp,405,252,450,1107
dfrg,611,252,450,1313
dfs,1901,252,450,2603
dfs_b,553,252,442,1247
dg,1291,252,450,1993
dgica,2479,252,450,3181
dgii,2479,252,450,3181
dgly,2170,252,450,2872
dgse,516,245,435,1196
dgx,4530,252,450,5232
dhf,2479,252,450,3181
dhg,2040,252,450,2742
dhi,2479,252,450,3181
dhil,2422,248,450,3120
dhr,6840,252,450,7542
dht,2320,252,450,3022
dhx,1879,252,450,2581
dhy,2479,252,450,3181
din,2479,252,450,3181
diod,2479,252,450,3181
dis,11350,252,450,12052
disca,2389,252,450,3091
discb,1198,92,119,1409
disck,1582,252,450,2284
dish,4915,252,450,5617
dit,2017,227,323,2567
djco,1380,231,413,2024
dk,2181,252,450,2883
dkl,544,252,450,1246
dks,2479,252,450,3181
dkt,1097,252,450,1799
dl,1574,252,450,2276
dla,2452,251,450,3153
dlb,2479,252,450,3181
dlbs,1101,247,428,1776
dlhc,2233,238,444,2915
dlng,285,252,450,987
dlph,782,252,450,1484
dlr,2479,252,450,3181
dlr_g,437,252,450,1139
dltr,4987,252,450,5689
dlx,6918,252,450,7620
dmb,425,252,450,1127
dmf,2479,252,450,3181
dmlp,2479,252,450,3181
dmo,1223,252,450,1925
dmrc,1561,252,450,2263
dnb,2479,252,450,3181
dnbf,1573,208,378,2159
dni,2480,252,450,3182
dnkn,862,252,450,1564
dnn,2469,252,450,3171
dnp,2479,252,450,3181
dnr,2479,252,450,3181
do,2479,252,450,3181
doc,367,252,450,1069
door,332,252,450,1034
dorm,2456,252,450,3158
dov,7438,252,450,8140
dox,2479,252,450,3181
dpg,862,252,450,1564
dps,1682,252,450,2384
dpw,2295,244,426,2965
dpz,2479,252,450,3181
dq,1063,252,450,1765
drad,2474,252,450,3176
drd,754,252,450,1456
dre,2479,252,450,3181
drh,2414,252,450,3116
dri,4939,252,450,5641
drio,438,252,450,1140
drq,2479,252,450,3181
drrx,2479,252,450,3181
drys,2479,252,449,3180
dsgx,2469,252,450,3171
dsl,425,252,450,1127
dsm,2479,252,450,3181
dspg,2479,252,450,3181
dss,875,252,450,1577
dst,2479,252,450,3181
dsu,2479,252,450,3181
dsw,2394,252,450,3096
dswl,2476,252,448,3176
dsx,2465,252,450,3167
dte,11353,252,450,12055
dtf,2472,252,450,3174
dtk,1097,252,450,1799
dtq,564,252,450,1266
dtrm,2298,228,443,2969
dtus,889,194,328,1411
dtys,1104,252,450,1806
duc,2479,252,450,3181
duk,8004,252,450,8706
dukh,494,252,450,1196
dva,2479,252,450,3181
dvax,2478,252,449,3179
dvcr,2412,249,409,3070
dvd,2454,249,442,3145
dvn,5736,252,450,6438
dwaq,2276,249,407,2932
dwas,612,252,450,1314
dwch,2405,252,450,3107
dwdp,9571,252,450,10273
dwpp,444,216,260,920
dwsn,2478,252,450,3180
dx,2478,252,450,3180
dx_a,596,239,423,1258
dx_b,427,245,446,1118
dxb,1097,252,450,1799
dxcm,2447,252,449,3148
dxlg,2479,252,450,3181
dxpe,2478,252,450,3180
dxr,2189,248,322,2759
dxtr,2243,252,450,2945
dxyn,2454,252,450,3156
dy,2479,252,450,3181
dyn,5228,252,450,5930
dynt,2404,228,380,3012
dysl,1964,249,444,2657
dzsi,2479,252,450,3181
e,2479,252,450,3181
ea,761,252,450,1463
eab,513,252,449,1214
ead,2479,252,450,3181
eae,397,252,448,1097
earn,422,252,450,1124
eat,2479,252,450,3181
ebay,4092,252,450,4794
ebf,2479,252,450,3181
ebix,2432,252,450,3134
ebmt,1278,231,416,1925
ebs,2045,252,450,2747
ebsb,1748,252,450,2450
ebtc,2177,252,450,2879
ec,1582,252,450,2284
eca,2479,252,450,3181
ecf,2479,252,450,3181
echo,1321,252,450,2023
ecl,6802,252,450,7504
ecol,2479,252,450,3181
ecom,406,252,450,1108
ecpg,2479,252,450,3181
ect,1134,252,450,1836
ecyt,980,252,450,1682
ed,11353,252,450,12055
edap,2466,252,450,3168
edd,1938,252,450,2640
edf,1009,252,450,1711
edgw,2446,251,443,3140
edi,547,252,450,1249
edn,1867,252,450,2569
edr,2479,252,450,3181
edu,2094,252,450,2796
educ,2208,245,448,2901
ee,2479,252,450,3181
eea,2477,252,450,3179
eeft,2479,252,450,3181
eei,2389,249,431,3069
eep,2479,252,450,3181
eeq,2479,252,450,3181
efc,1062,252,450,1764
eff,383,252,450,1085
efii,2479,252,450,3181
efnl,605,251,450,1306
efoi,1590,252,450,2292
efr,2479,252,450,3181
efsc,2475,252,449,3176
eft,2479,252,450,3181
efx,6844,252,450,7546
egan,807,252,449,1508
egbn,2409,252,450,3111
egf,2310,252,450,3012
eght,2479,252,450,3181
egi,2444,251,450,3145
egl,616,252,450,1318
egle,2398,252,450,3100
egn,2479,252,450,3181
ego,2479,252,450,3181
egov,2479,252,450,3181
egp,2479,252,450,3181
egy,2479,252,450,3181
ehi,2479,252,450,3181
ehth,2068,252,450,2770
eia,2467,252,450,3169
eig,1995,252,450,2697
eigi,298,252,450,1000
eim,1097,252,450,1799
eio,2383,242,425,3050
eip,2395,250,441,3086
eiv,2479,252,450,3181
eix,8822,252,450,9524
el,2479,252,450,3181
elgx,2479,252,450,3181
elj,626,252,450,1328
elli,932,252,450,1634
ello,596,170,274,1040
elmd,1013,252,450,1715
elon,2479,252,448,3179
elp,2479,252,450,3181
els,2479,252,450,3181
else,2013,186,353,2552
eltk,2331,241,420,2992
elu,406,252,450,1108
ely,2479,252,450,3181
eman,2473,252,450,3175
emcf,1155,175,286,1616
emci,2479,252,450,3181
emd,2479,252,450,3181
eme,2479,252,450,3181
emes,416,252,450,1118
emf,2479,252,450,3181
emhy,651,252,450,1353
emi,2290,222,412,2924
emitf,2361,252,436,3049
emj,2448,251,449,3148
emkr,2479,252,450,3181
eml,2346,252,448,3046
emms,2479,252,450,3181
emn,5298,252,450,6000
emo,894,252,450,1596
emr,8322,252,450,9024
emx,735,250,450,1435
enb,2479,252,450,3181
endp,2479,252,450,3181
eng,2479,252,450,3181
enj,502,239,395,1136
enlc,2762,252,450,3464
enlk,2479,252,450,3181
enor,611,252,450,1313
enph,693,252,450,1395
enr,2479,252,450,3181
ens,2479,252,450,3181
ensg,1797,252,450,2499
ensv,3513,252,450,4215
ent,616,252,450,1318
enta,450,252,450,1152
entg,2479,252,450,3181
env,1115,252,450,1817
enx,2479,252,450,3181
enz,2479,252,450,3181
enzy,318,252,448,1018
eod,1956,252,450,2658
eog,6359,252,450,7061
eoi,2479,252,450,3181
eos,2479,252,450,3181
eot,1411,252,450,2113
ep_c,1089,241,387,1717
epam,727,252,450,1429
epay,2479,252,450,3181
epc,3715,252,450,4417
epd,2479,252,450,3181
epm,2469,252,450,3171
epr,2475,252,450,3177
epr_c,1079,241,398,1718
epr_e,1021,241,420,1682
epr_f,554,246,436,1236
epzm,401,252,450,1103
eqc,2479,252,450,3181
eqco,610,252,449,1311
eqix,2479,252,450,3181
eqm,632,252,450,1334
eqr,5385,252,450,6087
eqs,2433,233,417,3083
eqt,2479,252,450,3181
era,481,252,450,1183
erc,2479,252,450,3181
erf,2479,252,450,3181
erh,2479,252,450,3181
eric,2479,252,450,3181
erie,2479,252,450,3181
erii,1637,252,450,2339
erj,2479,252,450,3181
ern,1909,252,450,2611
eros,285,252,450,987
es,2479,252,450,3181
esba,294,250,447,991
esbk,1819,203,404,2426
esca,2428,252,450,3130
ese,2479,252,450,3181
esea,2095,244,437,2776
esgr,1991,252,450,2693
esio,2479,252,450,3181
esl,2479,252,450,3181
eslt,2479,252,450,3181
esnc,1900,252,450,2602
esnd,2479,252,450,3181
esnt,294,252,450,996
esp,2363,245,402,3010
espr,383,252,450,1085
esrt,315,252,450,1017
esrx,5679,252,450,6381
ess,2479,252,450,3181
essa,1949,252,450,2651
este,2392,252,449,3093
esv,2479,252,450,3181
esxb,1955,249,445,2649
etb,2438,252,450,3140
ete,2243,252,450,2945
etfc,4615,252,450,5317
etg,2479,252,450,3181
eth,2479,252,450,3181
etj,1872,252,450,2574
etm,2479,252,450,3181
etn,7436,252,450,8138
eto,2479,252,450,3181
etp,2479,252,450,3181
etr,8321,252,450,9023
etv,2395,252,450,3097
etw,2330,252,450,3032
etx,446,252,450,1148
ety,2037,252,450,2739
ev,2479,252,450,3181
evbn,1955,228,422,2605
evc,2479,252,450,3181
evep,2080,252,450,2782
evf,2479,252,450,3181
evg,2479,252,450,3181
evgn,378,244,415,1037
evhc,349,252,450,1051
evi,2125,248,427,2800
evj,2469,251,450,3170
evk,2150,221,368,2739
evlv,2479,252,450,3181
evm,2479,252,450,3181
evn,2479,252,450,3181
evo,2361,247,431,3039
evok,319,252,450,1021
evol,2478,252,450,3180
evp,2342,245,438,3025
evr,2112,252,450,2814
evt,2479,252,450,3181
evtc,435,252,450,1137
evv,2479,252,450,3181
evy,2477,252,450,3179
ew,2479,252,450,3181
ewbc,2479,252,450,3181
ewgs,572,250,449,1271
ewus,533,244,444,1221
exa,629,252,450,1331
exac,2479,252,450,3181
exas,2478,252,450,3180
exc,8825,252,450,9527
exd,1137,252,450,1839
exel,2479,252,450,3181
exfo,2476,250,450,3176
exg,1979,252,450,2681
exk,2464,252,450,3166
exls,2063,252,450,2765
exp,2479,252,450,3181
expd,6211,252,450,6913
expe,2379,252,450,3081
expo,2479,252,450,3181
expr,1168,252,450,1870
exr,2479,252,450,3181
extr,2479,252,450,3181
ezpw,2479,252,450,3181
f,9583,252,450,10285
fac,2439,252,444,3135
faf,1160,252,450,1862
fang,557,252,450,1259
fanh,1805,252,450,2507
farm,2479,252,450,3181
faro,2479,252,450,3181
fast,6239,252,450,6941
fate,315,252,450,1017
fax,2479,252,450,3181
fb,659,252,450,1361
fbc,2479,252,450,3181
fbhs,814,252,450,1516
fbio,762,252,450,1464
fbiz,1658,252,450,2360
fbms,1341,214,432,1987
fbnc,2479,252,450,3181
fbnk,880,252,450,1582
fbp,2479,252,450,3181
fbr,2479,252,450,3181
fbss,1847,154,304,2305
fc,2479,252,450,3181
fcap,1276,185,311,1772
fcau,590,252,450,1292
fcbc,2479,252,450,3181
fcco,2000,221,420,2641
fccy,1851,229,436,2516
fce-a,1097,252,450,1799
fcel,2479,252,450,3181
fcf,2479,252,450,3181
fcfs,2479,252,450,3181
fcn,2479,252,450,3181
fcnca,2477,252,450,3179
fco,2479,252,450,3181
fcre,290,251,446,987
fcsc,410,252,450,1112
fcx,4905,252,450,5607
fdef,2472,252,450,3174
fdp,2479,252,450,3181
fds,2479,252,450,3181
fdus,887,252,450,1589
fdx,8825,252,450,9527
fe,4312,252,450,5014
feim,2446,244,429,3119
fele,2479,252,450,3181
fen,2479,252,450,3181
feng,914,252,450,1616
fet,685,252,450,1387
feye,323,252,450,1025
ff,950,252,450,1652
ffbc,2479,252,450,3181
ffbcw,443,86,75,604
ffc,2479,252,450,3181
ffg,2479,252,450,3181
ffhl,1989,201,413,2603
ffic,2479,252,450,3181
ffin,2479,252,450,3181
ffiv,2479,252,450,3181
ffkt,2460,252,450,3162
ffnw,1819,252,450,2521
fgl,264,252,450,966
fgp,2479,252,450,3181
fh,1116,252,450,1818
fhn,6239,252,450,6941
fhn_a,481,252,449,1182
fi,352,252,450,1054
fibk,1203,252,450,1905
fico,2479,252,450,3181
fig,1988,252,450,2690
fii,4185,252,450,4887
finl,2479,252,450,3181
fis,2479,252,450,3181
fisi,2478,252,450,3180
fisv,6242,252,450,6944
fitb,6234,252,450,6936
fitbi,260,252,450,962
five,617,252,450,1319
fix,2479,252,450,3181
fizz,2478,252,450,3180
fl,2479,252,450,3181
flat,884,128,206,1218
flc,2479,252,450,3181
fldm,975,252,450,1677
flex,5229,252,450,5931
flic,2284,252,450,2986
flir,2479,252,450,3181
fll,2440,252,450,3142
flo,2479,252,450,3181
flr,3524,252,450,4226
fls,2479,252,450,3181
flt,1015,252,450,1717
flws,2479,252,450,3181
flxs,2436,252,450,3138
fly,1829,252,450,2531
fmbh,1387,132,440,1959
fmbi,2479,252,450,3181
fmc,2479,252,450,3181
fmi,320,252,450,1022
fmn,2478,252,450,3180
fmnb,823,251,449,1523
fmo,2478,252,450,3180
fms,2479,252,450,3181
fmx,2479,252,450,3181
fn,1138,252,450,1840
fnb,2479,252,450,3181
fnb_e,287,252,449,988
fnf,2318,252,450,3020
fngn,1209,252,450,1911
fnhc,2470,252,450,3172
fnlc,2438,252,450,3140
fnsr,2479,252,450,3181
fnv,833,252,450,1535
foe,2479,252,450,3181
fof,2041,252,450,2743
fold,1912,252,450,2614
fonr,2478,252,450,3180
for,1775,252,448,2475
ford,2478,252,450,3180
form,2479,252,450,3181
forr,2479,252,450,3181
forty,2090,207,225,2522
fosl,2479,252,450,3181
fox,2479,252,450,3181
foxa,2479,252,450,3181
foxf,353,252,450,1055
fpp,2475,251,450,3176
fpp-ws,599,211,354,1164
fprx,325,252,450,1027
fpt,2478,252,450,3180
fr,2479,252,450,3181
fra,2479,252,450,3181
fran,865,252,450,1567
frba,557,229,434,1220
frbk,2464,252,450,3166
frc,1019,252,450,1721
frc_c,528,252,448,1228
frc_d,427,252,450,1129
frc_e,295,252,450,997
frd,2478,252,441,3171
fred,2479,252,450,3181
frgi,671,252,450,1373
frme,2479,252,450,3181
fro,2479,252,450,3181
frph,2436,252,449,3137
frt,2479,252,450,3181
fsbk,2446,242,423,3111
fsbw,556,240,438,1234
fsfg,1131,185,354,1670
fsi,2441,252,450,3143
fslr,2043,252,450,2745
fsm,826,252,450,1528
fsp,2412,252,450,3114
fss,2479,252,450,3181
fstr,2478,252,450,3180
ft,2479,252,450,3181
ftag,1201,251,333,1785
ftd,290,252,450,992
ftek,2479,252,450,3181
fteo,351,122,167,640
ftf,2479,252,450,3181
ftft,1542,251,439,2232
fti,2479,252,450,3181
ftk,2471,252,450,3173
ftnt,1288,252,450,1990
ftr,2479,252,450,3181
ftri,1210,250,420,1880
ful,2479,252,450,3181
fulll,324,178,349,851
fult,2479,252,450,3181
fun,2479,252,450,3181
func,2400,243,439,3082
fund,2479,252,450,3181
fusb,2180,235,441,2856
fve,2479,252,450,3181
fwona,2174,252,450,2876
fwrd,2479,252,450,3181
g,1868,252,450,2570
gab,2479,252,450,3181
gab_d,989,213,382,1584
gab_g,549,242,434,1225
gab_h,564,251,446,1261
gabc,2458,252,450,3160
gaia,2478,252,450,3180
gain,2398,252,450,3100
gale,799,252,450,1501
galt,697,252,450,1399
gam,2479,252,450,3181
gam_b,1091,246,438,1775
gars,446,252,450,1148
gass,2325,252,450,3027
gatx,2479,252,450,3181
gbab,1049,252,450,1751
gbci,2479,252,450,3181
gbdc,1188,252,450,1890
gbl,2479,252,450,3181
gbli,2479,252,450,3181
gbnk,2323,252,450,3025
gbr,2082,249,443,2774
gbx,2479,252,450,3181
gcap,1015,252,450,1717
gcbc,1533,113,436,2082
gch,2479,252,449,3180
gco,2479,252,450,3181
gcv,2479,252,450,3181
gcv_b,742,146,253,1141
gcvrz,941,252,450,1643
gd,9582,252,450,10284
gden,2479,252,450,3181
gdl,1998,252,450,2700
gdl_b,784,180,312,1276
gdo,1284,252,450,1986
gdot,1120,252,450,1822
gdv,2479,252,450,3181
gdv_a,1068,237,426,1731
gdv_d,1069,228,404,1701
ge,13336,252,450,14038
geb,557,252,450,1259
gec,2479,252,449,3180
gef,2479,252,450,3181
gef-b,1083,252,450,1785
geh,483,252,450,1185
gek,408,252,450,1110
gel,2479,252,450,3181
gen,1923,252,450,2625
genc,2358,247,450,3055
gene,2005,252,450,2707
geo,2479,252,450,3181
geos,2475,252,450,3177
gern,2479,252,450,3181
ges,2479,252,450,3181
gevo,975,252,450,1677
gf,2479,252,450,3181
gfa,1963,252,450,2665
gfed,1903,207,354,2464
gff,2479,252,450,3181
gfi,5964,252,450,6666
gfn,1985,252,445,2682
gfncp,276,161,352,789
gfy,2478,252,447,3177
gg,4876,252,450,5578
ggal,2479,252,450,3181
ggb,2479,252,450,3181
ggg,2479,252,450,3181
ggm,383,252,450,1085
ggn,2459,252,450,3161
ggn_b,412,247,440,1099
ggp,2479,252,450,3181
ggp_a,472,249,446,1167
ggt,2479,252,450,3181
ggt_b,706,114,214,1034
ghc,2479,252,450,3181
ghdx,2330,252,450,3032
ghl,2479,252,450,3181
ghm,2479,252,450,3181
ghy,510,252,450,1212
ghyg,642,252,450,1344
gib,2479,252,450,3181
gifi,2479,252,450,3181
giga,2359,251,440,3050
gigm,2479,252,450,3181
giii,2459,252,450,3161
gil,2479,252,450,3181
gild,5774,252,450,6476
gilt,2479,249,448,3176
gim,2479,252,450,3181
gimo,393,252,450,1095
gis,7958,252,450,8660
gjh,777,195,295,1267
gjo,738,145,231,1114
gjp,665,109,173,947
gjr,562,145,170,877
gjs,809,164,275,1248
gjt,656,156,197,1009
gjv,942,205,375,1522
glad,2479,252,450,3181
glbr,1024,251,450,1725
glbs,1031,232,450,1713
glbz,1492,143,293,1928
gldd,2293,252,450,2995
glng,2479,252,450,3181
glo,2187,252,450,2889
glog,693,252,450,1395
glow,757,248,446,1451
glp,2330,252,450,3032
glpg,758,238,450,1446
glpi,289,252,450,991
glq,2438,252,450,3140
glre,1916,252,450,2618
glt,2479,252,450,3181
glu,2478,252,450,3180
glu_a,278,135,217,630
gluu,1959,252,450,2661
glv,2479,252,450,3181
glw,8321,252,450,9023
gm,1037,252,450,1739
gme,2479,252,450,3181
gmed,606,252,450,1308
gmlp,935,252,450,1637
gmo,2441,252,450,3143
gmz,276,252,450,978
gnc,942,252,450,1644
gncma,2479,252,450,3181
gne,795,252,450,1497
gne_a,506,241,419,1166
gnmk,1157,252,450,1859
gnmx,908,252,450,1610
gnrc,1231,252,450,1933
gnt,985,252,450,1687
gntx,6242,252,450,6944
gnw,2479,252,450,3181
goex,1042,252,450,1744
gof,1872,252,450,2574
gogl,2479,252,450,3181
gogo,386,252,450,1088
gol,2479,252,450,3181
gold,2479,252,450,3181
good,2479,252,450,3181
goodo,830,189,394,1413
goodp,780,204,401,1385
googl,2611,252,450,3313
goro,2080,252,450,2782
gov,1406,252,450,2108
gpc,8004,252,450,8706
gpi,2479,252,450,3181
gpic,2414,220,346,2980
gpk,2479,252,450,3181
gpl,2316,252,450,3018
gpm,2353,252,450,3055
gpn,2479,252,450,3181
gpor,2474,252,449,3175
gpre,2213,252,450,2915
gps,6918,252,450,7620
gpt,408,252,450,1110
gpx,2479,252,450,3181
gra,2479,252,450,3181
gram,364,252,450,1066
grbk,1901,252,450,2603
grc,2479,252,450,3181
grf,1968,205,394,2567
grfs,900,252,450,1602
grif,2175,186,411,2772
grmn,3533,252,450,4235
grow,2473,252,450,3175
grp-u,500,250,450,1200
grpn,792,252,450,1494
grr,2476,245,422,3143
grvy,2433,216,407,3056
grx,1896,252,450,2598
grx_a,1033,206,363,1602
gs,3939,252,450,4641
gs_a,1097,252,450,1799
gs_b,1097,252,450,1799
gs_c,1096,252,450,1798
gs_d,1097,252,450,1799
gs_i,545,252,433,1230
gs_j,424,252,450,1126
gsat,2054,252,450,2756
gsb,2444,252,450,3146
gsbc,2479,252,450,3181
gsh,2479,252,450,3181
gsit,1954,251,450,2655
gsk,2479,252,450,3181
gsl,1605,252,450,2307
gsm,1366,252,450,2068
gss,2479,252,450,3181
gst,2474,252,450,3176
gst_a,884,252,450,1586
gst_b,287,252,446,985
gsv,643,252,450,1345
gsvc,924,252,450,1626
gt,11351,252,450,12053
gte,2297,252,450,2999
gtim,1973,252,450,2675
gtls,2124,252,450,2826
gtn,2479,252,450,3181
gtn-a,754,151,273,1178
gts,1779,252,450,2481
gtt,383,252,450,1085
gtxi,2479,252,450,3181
gty,2479,252,450,3181
gure,880,252,450,1582
gut,2479,252,450,3181
gut_a,887,185,365,1437
gv,2454,252,449,3155
gva,2478,252,450,3180
gvp,2429,251,450,3130
gwph,421,252,450,1123
gwr,2479,252,450,3181
gwre,736,252,450,1438
gww,7573,252,450,8275
gxp,2479,252,450,3181
gyb,1093,242,437,1772
gyc,981,230,396,1607
gyro,1914,242,331,2487
gzt,764,252,444,1460
h,1297,252,450,1999
ha,2479,252,450,3181
hae,2479,252,450,3181
hafc,762,252,450,1464
hain,2479,252,450,3181
hal,8321,252,450,9023
hall,2366,252,450,3068
halo,2479,252,450,3181
has,7572,252,450,8274
hasi,431,252,450,1133
hawk,430,252,450,1132
hayn,2264,252,450,2966
hban,6242,252,450,6944
hbanp,1005,204,421,1630
hbcp,1555,250,450,2255
hbhc,2479,252,450,3181
hbi,2108,252,450,2810
hbio,2479,252,450,3181
hbk,484,177,322,983
hbm,2317,252,450,3019
hbmd,306,220,382,908
hbnc,2133,252,450,2835
hbp,264,251,450,965
hca,957,252,450,1659
hcap,417,252,450,1119
hcci,1693,252,450,2395
hchc,1353,252,450,2055
hci,1562,252,450,2264
hckt,2479,252,450,3181
hclp,597,252,450,1299
hcn,2479,252,450,3181
hcn_i,957,252,450,1659
hcom,870,252,449,1571
hcp,2479,252,450,3181
hcsg,2479,252,450,3181
hd,8392,252,450,9094
hdb,2479,252,450,3181
hdng,2468,252,450,3170
hds,382,252,450,1084
hdsn,2454,252,450,3156
he,2479,252,450,3181
he_u,547,114,213,874
hear,697,252,450,1399
heb,2479,252,450,3181
hees,2246,252,450,2948
hei,2479,252,450,3181
hei-a,1097,252,450,1799
hele,2479,252,450,3181
hep,2479,252,450,3181
heq,904,252,450,1606
hes,2479,252,450,3181
hf,1992,252,450,2694
hfbc,2102,251,431,2784
hfbl,1209,150,197,1556
hfc,880,252,450,1582
hfwa,2406,252,450,3108
hgh,676,252,450,1378
hgsh,1449,251,441,2141
hgt,2478,252,450,3180
hhc,1039,252,450,1741
hhs,2479,252,450,3181
hi,1708,252,450,2410
hibb,2479,252,450,3181
hifs,1711,243,438,2392
hig,4792,252,450,5494
hig-ws,1070,237,374,1681
hiho,2294,252,443,2989
hii,942,252,450,1644
hiiq,478,252,450,1180
hil,2442,252,450,3144
himx,2204,252,450,2906
hio,2479,252,450,3181
hiw,2479,252,450,3181
hix,2479,252,450,3181
hjv,1066,219,421,1706
hk,918,252,450,1620
hl,2479,252,450,3181
hl_b,506,87,188,781
hlf,2479,252,450,3181
hlit,2479,252,450,3181
hlm_,1081,251,445,1777
hls,2479,252,450,3181
hlt,265,252,450,967
hlx,2479,252,450,3181
hmc,2479,252,450,3181
hmg,1041,151,174,1366
hmhc,284,252,450,986
hmn,2479,252,450,3181
hmnf,2250,224,388,2862
hmny,665,206,405,1276
hmst,727,252,450,1429
hmsy,2479,252,450,3181
hmtv,426,252,450,1128
hmy,4594,252,450,5296
hni,2479,252,450,3181
hnp,2472,252,450,3174
hnrg,1593,252,450,2295
hnw,1915,252,450,2617
hoft,2479,252,450,3181
hog,2479,252,450,3181
holi,2289,252,450,2991
holx,2479,252,450,3181
homb,2146,252,450,2848
hon,11350,252,450,12052
hope,773,252,450,1475
hos,2479,252,450,3181
hotr,483,252,450,1185
hov,2479,252,450,3181
hovnp,1085,237,422,1744
hp,2479,252,450,3181
hpf,2479,252,450,3181
hpi,2479,252,450,3181
hpj,1628,252,450,2330
hpp,1139,252,450,1841
hpq,11353,252,450,12055
hps,2479,252,450,3181
hpt,2479,252,450,3181
hqcl,2022,252,450,2724
hqh,2479,252,450,3181
hql,2479,252,450,3181
hr,2479,252,450,3181
hrb,7092,252,450,7794
hrc,2479,252,450,3181
hrg,2432,252,450,3134
hrl,2479,252,450,3181
hrs,2479,252,450,3181
hrzn,1046,252,450,1748
hsbc,2479,252,450,3181
hsc,2479,252,450,3181
hsea,1097,252,450,1799
